datetime,Guide Target_ft,Reservoir Level_ft,outflow_cfs,WaterSupply_cfs,inflow_cfs
2/19/2016,251.5,253.02,2704,44,816
2/20/2016,251.5,252.65,3112,57,713
2/21/2016,251.5,252.27,3099,39,621
2/22/2016,251.5,251.92,3087,64,862
2/23/2016,251.5,251.93,2458,47,2568
2/24/2016,251.5,252.58,1490,40,5810
2/25/2016,251.5,253.33,2072,63,7194
2/26/2016,251.5,253.16,3125,46,1998
2/27/2016,251.5,252.85,3117,52,1071
2/28/2016,251.5,252.48,3106,60,715
2/29/2016,251.5,252.1,3095,40,618
3/1/2016,251.5,251.88,1858,65,510
3/2/2016,251.5,251.95,682,38,1158
3/3/2016,251.5,251.9,681,60,428
3/4/2016,251.5,251.86,681,35,466
3/5/2016,251.5,251.83,681,62,555
3/6/2016,251.5,251.79,681,50,481
3/7/2016,251.5,251.75,681,56,487
3/8/2016,251.5,251.7,680,38,405
3/9/2016,251.5,251.67,490,64,366
3/10/2016,251.5,251.67,329,64,393
3/11/2016,251.5,251.65,329,62,266
3/12/2016,251.5,251.66,329,41,433
3/13/2016,251.5,251.72,329,62,782
3/14/2016,251.5,252.35,330,57,4457
3/15/2016,251.5,253.2,554,38,6278
3/16/2016,251.5,253.27,1090,65,1638
3/17/2016,251.5,253.15,1506,60,738
3/18/2016,251.5,253,1504,55,524
3/19/2016,251.5,252.83,1502,48,424
3/20/2016,251.5,252.71,1499,50,754
3/21/2016,251.5,252.53,1497,57,362
3/22/2016,251.5,252.31,1494,35,72
3/23/2016,251.5,252.13,1491,67,366
3/24/2016,251.5,251.88,1489,61,62
3/25/2016,251.5,251.86,981,57,913
3/26/2016,251.5,251.81,505,41,233
3/27/2016,251.5,251.84,505,60,753
3/28/2016,251.5,252.19,505,40,2804
3/29/2016,251.5,252.18,1416,60,1410
3/30/2016,251.5,251.84,2459,42,308
3/31/2016,251.5,251.72,1373,68,690
4/1/2016,251.82,251.78,504,35,1165
4/2/2016,251.5,252,505,65,1696
4/3/2016,251.5,251.99,506,43,484
4/4/2016,251.5,252.01,505,60,694
4/5/2016,251.5,251.94,505,60,123
4/6/2016,251.5,251.86,505,60,65
4/7/2016,251.5,251.89,505,43,736
4/8/2016,251.5,251.84,395,47,129
4/9/2016,251.5,251.86,241,60,426
4/10/2016,251.5,251.79,241,65,132
4/11/2016,251.5,251.72,241,43,154
4/12/2016,251.5,251.89,214,60,1338
4/13/2016,251.5,251.91,182,57,364
4/14/2016,251.5,251.9,204,60,201
4/15/2016,251.5,251.9,241,39,280
4/16/2016,251.5,251.9,241,73,314
4/17/2016,251.5,251.89,241,51,229
4/18/2016,251.5,251.87,241,43,159
4/19/2016,251.5,251.85,241,60,176
4/20/2016,251.5,251.8,241,77,5
4/21/2016,251.5,251.77,241,60,113
4/22/2016,251.5,251.86,241,63,867
4/23/2016,251.5,251.91,241,58,612
4/24/2016,251.5,251.9,241,47,225
4/25/2016,251.5,251.89,241,63,241
4/26/2016,251.5,251.87,241,58,174
4/27/2016,251.5,251.84,241,65,118
4/28/2016,251.5,251.9,241,65,681
4/29/2016,251.5,251.92,489,60,674
4/30/2016,251.5,251.83,782,55,274
5/1/2016,251.5,251.76,781,56,399
5/2/2016,251.5,251.69,614,65,241
5/3/2016,251.5,251.91,418,46,1840
5/4/2016,251.5,252.11,571,65,1928
5/5/2016,251.5,252.28,784,61,1971
5/6/2016,251.5,252.99,787,52,5542
5/7/2016,251.5,253.27,1253,51,3233
5/8/2016,251.5,253.14,1892,55,1050
5/9/2016,251.5,252.94,2164,65,866
5/10/2016,251.5,252.67,2159,76,446
5/11/2016,251.5,252.5,1716,49,639
5/12/2016,251.5,252.38,1314,78,597
5/13/2016,251.5,252.28,1148,78,564
5/14/2016,251.5,252.27,1146,56,1135
5/15/2016,251.5,252.02,1145,56,455
5/16/2016,251.5,251.86,1144,60,196
5/17/2016,251.5,251.74,1142,63,454
5/18/2016,251.5,251.65,1140,60,637
5/19/2016,251.5,251.56,890,57,384
5/20/2016,251.5,251.49,552,51,165
5/21/2016,251.5,251.63,300,46,1222
5/22/2016,251.5,251.7,300,63,801
5/23/2016,251.5,251.7,300,56,356
5/24/2016,251.5,251.7,300,57,357
5/25/2016,251.5,251.68,300,65,240
5/26/2016,251.5,251.65,214,65,91
5/27/2016,251.5,251.63,122,65,62
5/28/2016,251.5,251.64,97,65,225
5/29/2016,251.5,251.81,97,46,1206
5/30/2016,251.5,251.96,98,65,1102
5/31/2016,251.5,252,276,49,575
6/1/2016,251.5,251.97,505,65,382
6/2/2016,251.5,251.9,505,63,130
6/3/2016,251.5,251.88,351,55,281
6/4/2016,251.5,252.01,373,64,1254
6/5/2016,251.5,252.58,507,64,4347
6/6/2016,251.5,252.67,792,49,1437
6/7/2016,251.5,252.76,1290,58,1944
6/8/2016,251.5,252.55,2075,65,749
6/9/2016,251.5,252.24,2184,66,197
6/10/2016,251.5,252.08,1034,66,40
6/11/2016,251.5,252.02,506,77,186
6/12/2016,251.5,251.97,505,69,254
6/13/2016,251.5,251.86,395,65,228
6/14/2016,251.5,251.83,161,65,38
6/15/2016,251.5,251.82,98,84,119
6/16/2016,251.5,251.84,98,65,289
6/17/2016,251.5,251.87,98,65,351
6/18/2016,251.5,251.81,98,61,217
6/19/2016,251.5,251.78,97,66,25
6/20/2016,251.5,251.76,97,66,38
6/21/2016,251.5,251.74,89,66,30
6/22/2016,251.5,251.71,113,83,8
6/23/2016,251.5,251.76,125,64,502
6/24/2016,251.5,251.88,125,64,940
6/25/2016,251.5,251.88,125,64,189
6/26/2016,251.5,251.88,125,64,189
6/27/2016,251.5,251.84,125,55,70
6/28/2016,251.5,252.07,125,75,1665
6/29/2016,251.5,252.03,486,65,286
6/30/2016,251.5,252.04,1225,60,1351
7/1/2016,251.5,251.91,1238,65,475
7/2/2016,251.5,251.97,782,65,1223
7/3/2016,251.5,252.56,785,29,4711
7/4/2016,251.5,252.73,788,64,1978
7/5/2016,251.5,252.7,1495,58,1354
7/6/2016,251.5,252.57,2155,66,1360
7/7/2016,251.5,252.31,2409,66,753
7/8/2016,251.5,252.05,2131,66,475
7/9/2016,251.5,252.08,1146,47,1392
7/10/2016,251.5,251.92,1144,65,178
7/11/2016,251.5,251.83,812,66,315
7/12/2016,251.5,251.8,153,65,30
7/13/2016,251.5,251.94,153,65,1094
7/14/2016,251.5,251.92,704,68,647
7/15/2016,251.5,251.95,681,62,931
7/16/2016,251.5,252.31,682,86,3134
7/17/2016,251.5,253,688,55,5313
7/18/2016,251.5,252.86,1306,55,434
7/19/2016,251.5,252.49,2157,63,231
7/20/2016,251.5,252.18,2149,66,162
7/21/2016,251.5,251.91,1601,79,76
7/22/2016,251.5,251.84,439,65,66
7/23/2016,251.5,251.8,153,65,33
7/24/2016,251.5,251.75,153,77,83
7/25/2016,251.5,251.72,120,66,2
7/26/2016,251.5,251.7,97,83,55
7/27/2016,251.5,251.63,97,64,277
7/28/2016,251.5,251.61,97,65,37
7/29/2016,251.5,251.56,97,93,123
7/30/2016,251.5,251.52,97,66,87
7/31/2016,251.5,251.71,97,66,1351
8/1/2016,251.5,251.85,97,65,1038
8/2/2016,251.5,251.91,98,76,549
8/3/2016,251.5,251.91,310,67,377
8/4/2016,251.5,251.85,505,61,191
8/5/2016,251.5,251.9,457,61,831
8/6/2016,251.5,251.91,389,61,513
8/7/2016,251.5,251.88,389,61,262
8/8/2016,251.5,251.85,389,73,274
8/9/2016,251.5,251.8,321,77,85
8/10/2016,251.5,251.76,241,53,44
8/11/2016,251.5,251.71,169,66,110
8/12/2016,251.5,251.71,97,84,7
8/13/2016,251.5,251.68,97,77,14
8/14/2016,251.5,251.66,97,65,37
8/15/2016,251.5,251.62,97,65,88
8/16/2016,251.5,251.57,97,85,131
8/17/2016,251.5,251.5,97,85,256
8/18/2016,251.5,251.51,109,65,237
8/19/2016,251.5,251.51,147,71,218
8/20/2016,251.5,251.45,181,86,109
8/21/2016,251.5,251.44,143,64,144
8/22/2016,251.5,251.41,97,81,10
8/23/2016,251.5,251.34,129,64,245
8/24/2016,251.5,251.31,152,65,29
8/25/2016,251.5,251.27,152,85,14
8/26/2016,251.5,251.23,138,82,30
8/27/2016,251.5,251.17,124,83,168
8/28/2016,251.5,251.13,124,85,42
8/29/2016,251.5,251.09,124,66,60
8/30/2016,251.5,251.03,124,81,171
8/31/2016,251.5,250.96,124,78,219
9/1/2016,251.5,250.95,124,66,132
9/2/2016,251.5,251.02,109,71,597
9/3/2016,251.5,250.99,97,64,23
9/4/2016,251.5,250.95,97,64,73
9/5/2016,251.5,250.92,97,65,14
9/6/2016,251.5,250.9,97,65,45
9/7/2016,251.5,250.84,97,70,184
9/8/2016,251.5,250.79,97,65,131
9/9/2016,251.5,250.75,97,84,53
9/10/2016,251.5,250.7,96,64,132
9/11/2016,251.5,250.66,96,95,43
9/12/2016,251.5,250.61,96,64,132
9/13/2016,251.5,250.58,111,72,8
9/14/2016,251.5,250.52,156,76,119
9/15/2016,251.5,250.45,169,85,155
9/16/2016,251.5,250.42,151,74,49
9/17/2016,251.5,250.36,151,101,99
9/18/2016,251.5,250.37,151,66,275
9/19/2016,251.5,250.94,151,61,3548
9/20/2016,251.5,251.24,125,64,2041
9/21/2016,251.5,251.34,97,67,790
9/22/2016,251.5,251.36,97,75,297
9/23/2016,251.5,251.4,97,65,413
9/24/2016,251.5,251.41,97,65,225
9/25/2016,251.5,251.36,97,65,151
9/26/2016,251.5,251.37,97,64,224
9/27/2016,251.5,251.33,97,65,88
9/28/2016,251.5,251.36,97,65,350
9/29/2016,251.5,252.04,97,56,4422
9/30/2016,251.5,252.26,625,66,2149
10/1/2016,251.5,252.21,1492,66,1227
10/2/2016,251.5,252.04,1491,55,420
10/3/2016,251.5,251.89,1270,64,381
10/4/2016,251.5,251.79,734,64,172
10/5/2016,251.5,251.71,504,65,68
10/6/2016,251.5,251.67,233,65,48
10/7/2016,251.5,251.68,97,63,223
10/8/2016,251.5,254.54,98,39,19523
10/9/2016,251.5,258.42,102,59,30287
10/10/2016,251.5,258.73,104,65,2777
10/11/2016,251.5,258.84,104,65,1094
10/12/2016,251.5,258.9,104,64,673
10/13/2016,251.5,258.93,104,65,421
10/14/2016,251.5,258.93,104,65,169
10/15/2016,251.5,258.93,104,65,169
10/16/2016,251.5,258.93,104,87,191
10/17/2016,251.5,258.92,104,58,78
10/18/2016,251.5,258.92,104,72,176
10/19/2016,251.5,258.92,104,74,178
10/20/2016,251.5,258.89,104,77,72
10/21/2016,251.5,258.61,2209,63,83
10/22/2016,251.5,258.09,3947,88,339
10/23/2016,251.5,257.57,3928,62,249
10/24/2016,251.5,257.08,3910,66,9
10/25/2016,251.5,256.56,3892,65,111
10/26/2016,251.5,256.03,3873,71,176
10/27/2016,251.5,255.52,3854,71,122
10/28/2016,251.5,255,3835,68,36
10/29/2016,251.5,254.44,3815,68,119
10/30/2016,251.5,253.89,3795,70,118
10/31/2016,251.5,253.39,3416,75,40
11/1/2016,251.5,253.11,2022,77,167
11/2/2016,251.5,252.9,1503,65,146
11/3/2016,251.5,252.69,1500,65,174
11/4/2016,251.5,252.55,939,77,89
11/5/2016,251.5,252.44,626,65,38
11/6/2016,251.5,252.34,625,77,40
11/7/2016,251.5,252.23,624,66,39
11/8/2016,251.5,252.12,624,78,27
11/9/2016,251.5,252.07,623,67,359
11/10/2016,251.5,251.98,317,67,205
11/11/2016,251.5,251.94,98,67,86
11/12/2016,251.5,251.93,98,67,102
11/13/2016,251.5,251.92,98,46,81
11/14/2016,251.5,251.92,98,68,166
11/15/2016,251.5,251.91,98,65,100
11/16/2016,251.5,251.9,98,49,84
11/17/2016,251.5,251.89,98,78,113
11/18/2016,251.5,251.86,98,67,23
11/19/2016,251.5,251.84,98,67,40
11/20/2016,251.5,251.8,98,49,104
11/21/2016,251.5,251.78,97,61,33
11/22/2016,251.5,251.75,97,61,30
11/23/2016,251.5,251.71,97,37,117
11/24/2016,251.5,251.71,97,75,172
11/25/2016,251.5,251.72,97,40,200
11/26/2016,251.5,251.66,97,83,195
11/27/2016,251.5,251.64,97,53,25
11/28/2016,251.5,251.58,97,64,215
11/29/2016,251.5,251.62,97,41,389
11/30/2016,251.5,251.6,97,67,38
12/1/2016,251.5,251.61,97,77,237
12/2/2016,251.5,251.57,97,67,87
12/3/2016,251.5,251.54,97,45,46
12/4/2016,251.5,251.54,97,60,157
12/5/2016,251.5,251.55,97,65,225
12/6/2016,251.5,251.66,97,58,843
12/7/2016,251.5,251.62,97,45,108
12/8/2016,251.5,251.7,97,75,672
12/9/2016,251.5,251.61,97,50,416
12/10/2016,251.5,251.58,97,50,41
12/11/2016,251.5,251.57,97,50,84
12/12/2016,251.5,251.56,97,71,105
12/13/2016,251.5,251.56,97,66,163
12/14/2016,251.5,251.53,97,36,55
12/15/2016,251.5,251.55,97,77,299
12/16/2016,251.5,251.5,97,57,159
12/17/2016,251.5,251.48,97,49,20
12/18/2016,251.5,251.46,97,66,38
12/19/2016,251.5,251.5,97,37,385
12/20/2016,251.5,251.49,97,53,87
12/21/2016,251.5,251.47,97,71,43
12/22/2016,251.5,251.49,97,43,265
12/23/2016,251.5,251.44,97,60,156
12/24/2016,251.5,251.44,97,60,157
12/25/2016,251.5,251.42,97,48,20
12/26/2016,251.5,251.42,97,51,148
12/27/2016,251.5,251.43,97,54,214
12/28/2016,251.5,251.41,97,57,29
12/29/2016,251.5,251.42,97,37,197
12/30/2016,251.5,251.4,97,70,42
12/31/2016,251.5,251.36,97,50,104
1/1/2017,251.5,251.42,97,60,533
1/2/2017,251.5,251.68,97,35,1758
1/3/2017,251.5,251.83,97,65,1100
1/4/2017,251.5,251.94,98,40,826
1/5/2017,251.5,251.93,358,64,359
1/6/2017,251.5,251.88,594,52,333
1/7/2017,251.5,251.96,447,46,994
1/8/2017,251.5,251.89,447,58,67
1/9/2017,251.5,251.82,447,63,72
1/10/2017,251.5,251.77,446,64,197
1/11/2017,251.5,251.76,446,35,418
1/12/2017,251.5,251.83,446,68,952
1/13/2017,251.5,251.86,447,68,703
1/14/2017,251.5,251.89,447,34,669
1/15/2017,251.5,251.88,447,65,449
1/16/2017,251.5,251.85,447,43,302
1/17/2017,251.5,251.82,447,49,308
1/18/2017,251.5,251.78,447,35,232
1/19/2017,251.5,251.73,446,67,200
1/20/2017,251.5,251.73,308,26,334
1/21/2017,251.5,251.82,97,65,725
1/22/2017,251.5,251.95,98,53,965
1/23/2017,251.5,252.48,98,60,3650
1/24/2017,251.5,252.78,881,35,2903
1/25/2017,251.5,252.72,1500,66,1168
1/26/2017,251.5,252.6,498,44,747
1/27/2017,251.5,252.43,496,58,428
1/28/2017,251.5,252.23,493,37,206
1/29/2017,251.5,252.03,490,64,229
1/30/2017,251.5,251.83,488,40,266
1/31/2017,251.5,251.77,770,66,461
2/1/2017,251.5,251.74,182,48,42
2/2/2017,251.5,251.75,182,52,297
2/3/2017,251.5,251.76,161,73,297
2/4/2017,251.5,251.69,125,39,274
2/5/2017,251.5,251.72,125,55,368
2/6/2017,251.5,251.69,109,60,19
2/7/2017,251.5,251.71,97,60,282
2/8/2017,251.5,251.72,97,55,215
2/9/2017,251.5,251.78,98,52,526
2/10/2017,251.5,251.78,97,47,144
2/11/2017,251.5,251.83,97,64,474
2/12/2017,251.5,251.91,97,64,662
2/13/2017,251.5,251.85,98,24,253
2/14/2017,251.5,251.82,97,47,44
2/15/2017,251.5,251.87,114,47,474
2/16/2017,251.5,251.88,98,49,210
2/17/2017,251.5,251.85,98,64,26
2/18/2017,251.5,251.86,98,40,201
2/19/2017,251.5,251.86,98,59,157
2/20/2017,251.5,251.84,98,39,12
2/21/2017,251.5,251.83,98,65,100
2/22/2017,251.5,251.84,98,44,205
2/23/2017,251.5,251.82,97,48,19
2/24/2017,251.5,251.8,97,61,33
2/25/2017,251.5,251.88,97,49,647
2/26/2017,251.5,251.78,97,55,474
2/27/2017,251.5,251.74,97,64,89
2/28/2017,251.5,251.74,97,38,135
3/1/2017,251.5,251.79,97,64,474
3/2/2017,251.5,251.91,98,53,902
3/3/2017,251.5,251.93,98,40,263
3/4/2017,251.5,251.93,98,64,162
3/5/2017,251.5,251.9,98,46,44
3/6/2017,251.5,251.9,98,49,147
3/7/2017,251.5,251.84,98,73,204
3/8/2017,251.5,251.9,98,34,507
3/9/2017,251.5,251.88,98,49,22
3/10/2017,251.5,251.88,98,64,162
3/11/2017,251.5,251.84,98,48,104
3/12/2017,251.5,251.81,97,51,48
3/13/2017,251.5,251.85,97,51,399
3/14/2017,251.5,252.06,98,51,1485
3/15/2017,251.5,251.91,336,60,564
3/16/2017,251.5,251.86,505,57,249
3/17/2017,251.5,251.81,293,50,30
3/18/2017,251.5,251.89,98,49,648
3/19/2017,251.5,251.88,98,60,95
3/20/2017,251.5,251.85,98,51,39
3/21/2017,251.5,251.87,98,66,289
3/22/2017,251.5,251.87,98,50,148
3/23/2017,251.5,251.83,98,52,101
3/24/2017,251.5,251.82,98,71,106
3/25/2017,251.5,251.82,98,45,143
3/26/2017,251.5,251.8,97,72,44
3/27/2017,251.5,251.8,97,51,148
3/28/2017,251.5,251.85,97,63,473
3/29/2017,251.5,251.82,97,64,27
3/30/2017,251.5,251.78,97,63,90
3/31/2017,251.5,251.97,98,53,1340
4/1/2017,251.5,252.12,98,40,121
4/2/2017,251.5,252.12,98,51,149
4/3/2017,251.5,252.13,224,63,353
4/4/2017,251.5,252.19,331,59,787
4/5/2017,251.5,252.24,331,46,708
4/6/2017,251.5,252.31,331,55,850
4/7/2017,251.5,252.28,485,64,350
4/8/2017,251.5,252.3,595,50,777
4/9/2017,251.5,252.23,595,62,194
4/10/2017,251.5,252.16,594,60,190
4/11/2017,251.5,252.08,594,41,105
4/12/2017,251.5,252.03,497,76,242
4/13/2017,251.5,251.91,384,64,314
4/14/2017,251.5,251.92,330,49,442
4/15/2017,251.5,251.86,330,64,19
4/16/2017,251.5,251.81,330,70,87
4/17/2017,251.5,251.82,275,64,402
4/18/2017,251.5,251.73,211,64,288
4/19/2017,251.5,251.74,173,64,300
4/20/2017,251.5,251.72,97,64,35
4/21/2017,251.5,251.73,97,64,224
4/22/2017,251.5,251.71,97,77,48
4/23/2017,251.5,251.76,97,53,463
4/24/2017,251.5,253.1,98,49,8962
4/25/2017,251.5,259.21,102,61,47070
4/26/2017,251.5,260.85,105,65,14776
4/27/2017,251.5,261.03,106,69,1821
4/28/2017,251.5,261.14,106,56,1204
4/29/2017,251.5,261.12,635,65,510
4/30/2017,251.5,261.02,1403,56,512
5/1/2017,251.5,260.81,2284,71,441
5/2/2017,251.5,260.43,3652,65,269
5/3/2017,251.5,259.9,4633,59,82
5/4/2017,251.5,259.31,5015,59,75
5/5/2017,251.5,259.23,5553,68,4923
5/6/2017,251.5,258.71,6001,50,1605
5/7/2017,251.5,258.05,5968,53,469
5/8/2017,251.5,257.33,5929,62,146
5/9/2017,251.5,256.65,5890,62,559
5/10/2017,251.5,255.94,5850,66,417
5/11/2017,251.5,255.39,5324,56,1290
5/12/2017,251.5,255,4416,45,1561
5/13/2017,251.5,254.59,4101,49,1220
5/14/2017,251.5,254.1,4126,64,689
5/15/2017,251.5,253.53,4104,60,206
5/16/2017,251.5,252.93,4080,64,22
5/17/2017,251.5,252.37,3575,66,68
5/18/2017,251.5,252.04,2273,60,147
5/19/2017,251.5,251.95,817,75,315
5/20/2017,251.5,251.88,330,64,44
5/21/2017,251.5,251.86,330,61,266
5/22/2017,251.5,251.83,330,62,204
5/23/2017,251.5,252,330,53,1447
5/24/2017,251.5,252.54,331,44,3952
5/25/2017,251.5,253.64,574,59,8097
5/26/2017,251.5,253.98,1640,59,4045
5/27/2017,251.5,253.76,2504,47,1033
5/28/2017,251.5,253.48,2498,48,614
5/29/2017,251.5,253.17,2491,59,410
5/30/2017,251.5,252.81,2483,65,116
5/31/2017,251.5,252.45,2474,65,154
6/1/2017,251.5,252.18,1958,77,247
6/2/2017,251.5,252.05,914,75,128
6/3/2017,251.5,251.94,682,75,50
6/4/2017,251.5,251.79,681,63,194
6/5/2017,251.5,252,414,67,1795
6/6/2017,251.5,252.22,412,55,1924
6/7/2017,251.5,252.1,920,75,200
6/8/2017,251.5,251.98,1145,65,422
6/9/2017,251.5,251.85,948,65,200
6/10/2017,251.5,251.75,735,65,174
6/11/2017,251.5,251.68,488,79,129
6/12/2017,251.5,251.64,118,76,56
6/13/2017,251.5,251.62,97,77,49
6/14/2017,251.5,251.6,97,78,49
6/15/2017,251.5,251.57,97,74,17
6/16/2017,251.5,251.63,97,75,548
6/17/2017,251.5,251.74,97,64,849
6/18/2017,251.5,251.74,97,75,172
6/19/2017,251.5,251.82,97,65,662
6/20/2017,251.5,253.66,719,65,13089
6/21/2017,251.5,254.25,2325,64,6522
6/22/2017,251.5,253.94,3150,64,1014
6/23/2017,251.5,253.51,3139,64,235
6/24/2017,251.5,253.23,3127,64,1259
6/25/2017,251.5,252.9,3119,64,933
6/26/2017,251.5,252.45,3106,74,199
6/27/2017,251.5,251.98,2982,65,59
6/28/2017,251.5,251.77,1613,74,373
6/29/2017,251.5,251.875,368,60,10
6/30/2017,251.5,251.69,97,81,115
7/1/2017,251.5,251.72,97,64,349
7/2/2017,251.5,251.69,97,73,18
7/3/2017,251.5,251.7,97,65,225
7/4/2017,251.5,251.74,97,65,413
7/5/2017,251.5,252,98,63,1787
7/6/2017,251.5,251.98,296,63,234
7/7/2017,251.5,251.95,530,63,405
7/8/2017,251.5,251.93,530,62,466
7/9/2017,251.5,251.88,530,68,285
7/10/2017,251.5,251.82,530,69,223
7/11/2017,251.5,251.76,314,82,21
7/12/2017,251.5,251.72,97,75,79
7/13/2017,251.5,251.68,97,71,82
7/14/2017,251.5,251.68,97,67,164
7/15/2017,251.5,251.65,97,80,11
7/16/2017,251.5,251.61,97,75,78
7/17/2017,251.5,251.56,97,64,152
7/18/2017,251.5,251.57,97,68,228
7/19/2017,251.5,251.55,97,69,41
7/20/2017,251.5,251.52,117,77,6
7/21/2017,251.5,251.49,153,79,44
7/22/2017,251.5,251.43,153,75,147
7/23/2017,251.5,251.42,152,82,171
7/24/2017,251.5,251.37,122,66,125
7/25/2017,251.5,251.3,97,65,276
7/26/2017,251.5,251.24,97,79,200
7/27/2017,251.5,251.21,97,74,17
7/28/2017,251.5,251.31,97,73,796
7/29/2017,251.5,251.3,97,58,92
7/30/2017,251.5,251.25,97,64,152
7/31/2017,251.5,251.21,97,62,91
8/1/2017,251.5,251.16,97,79,137
8/2/2017,251.5,251.12,109,64,77
8/3/2017,251.5,251.09,148,73,33
8/4/2017,251.5,251.02,181,68,189
8/5/2017,251.5,250.98,181,81,20
8/6/2017,251.5,250.86,180,64,458
8/7/2017,251.5,250.87,166,68,292
8/8/2017,251.5,250.83,128,70,36
8/9/2017,251.5,250.8,97,58,21
8/10/2017,251.5,250.76,97,70,67
8/11/2017,251.5,250.76,96,70,166
8/12/2017,251.5,251.14,97,71,2448
8/13/2017,251.5,251.33,97,69,1355
8/14/2017,251.5,251.32,97,63,97
8/15/2017,251.5,251.3,97,63,35
8/16/2017,251.5,251.33,97,72,357
8/17/2017,251.5,251.3,97,73,18
8/18/2017,251.5,251.38,97,64,661
8/19/2017,251.5,251.34,97,66,87
8/20/2017,251.5,251.31,97,74,17
8/21/2017,251.5,251.28,97,73,18
8/22/2017,251.5,251.23,128,67,118
8/23/2017,251.5,251.18,152,76,85
8/24/2017,251.5,251.16,152,64,90
8/25/2017,251.5,251.11,152,75,86
8/26/2017,251.5,251.04,152,74,212
8/27/2017,251.5,251,152,76,22
8/28/2017,251.5,250.95,152,65,75
8/29/2017,251.5,250.91,176,73,15
8/30/2017,251.5,250.85,209,64,78
8/31/2017,251.5,250.79,209,75,67
9/1/2017,251.5,250.81,183,73,373
9/2/2017,251.5,250.8,152,54,148
9/3/2017,251.5,250.8,152,59,211
9/4/2017,251.5,250.77,152,69,46
9/5/2017,251.5,250.68,151,65,311
9/6/2017,251.5,250.73,151,72,516
9/7/2017,251.5,250.69,151,63,20
9/8/2017,251.5,250.65,151,65,18
9/9/2017,251.5,250.59,151,65,135
9/10/2017,251.5,250.53,151,77,123
9/11/2017,251.5,250.47,119,65,167
9/12/2017,251.5,250.49,96,65,278
9/13/2017,251.5,250.45,96,68,70
9/14/2017,251.5,250.43,96,63,42
9/15/2017,251.5,250.41,106,81,70
9/16/2017,251.5,250.37,123,78,33
9/17/2017,251.5,250.34,123,64,12
9/18/2017,251.5,250.3,123,71,40
9/19/2017,251.5,250.27,123,82,30
9/20/2017,251.5,250.22,134,82,76
9/21/2017,251.5,250.22,151,76,227
9/22/2017,251.5,250.16,151,81,119
9/23/2017,251.5,250.11,151,91,50
9/24/2017,251.5,250.08,151,77,53
9/25/2017,251.5,250.03,150,65,78
9/26/2017,251.5,250.01,150,82,115
9/27/2017,251.5,249.95,130,77,124
9/28/2017,251.5,249.91,96,103,19
9/29/2017,251.5,249.83,116,71,249
9/30/2017,251.5,249.76,150,76,156
10/1/2017,251.5,249.69,150,72,160
10/2/2017,251.5,249.725,207,80,40
10/3/2017,251.5,249.56,179,78,125
10/4/2017,251.5,249.53,150,81,68
10/5/2017,251.5,249.48,150,79,44
10/6/2017,251.5,249.42,150,96,81
10/7/2017,251.5,249.36,149,90,88
10/8/2017,251.5,249.29,149,67,166
10/9/2017,251.5,249.33,149,71,438
10/10/2017,251.5,249.28,149,73,50
10/11/2017,251.5,249.31,149,79,391
10/12/2017,251.5,249.27,149,69,0
10/13/2017,251.5,249.25,149,58,98
10/14/2017,251.5,249.17,149,79,208
10/15/2017,251.5,249.13,149,62,7
10/16/2017,251.5,249.13,120,71,191
10/17/2017,251.5,249.07,95,78,154
10/18/2017,251.5,249.03,95,75,48
10/19/2017,251.5,248.99,95,67,49
10/20/2017,251.5,248.95,95,73,25
10/21/2017,251.5,248.92,95,86,37
10/22/2017,251.5,248.86,95,76,118
10/23/2017,251.5,249.08,95,58,1264
10/24/2017,251.5,249.04,95,64,59
10/25/2017,251.5,249.07,95,73,332
10/26/2017,251.5,249.055,95,62,321
10/27/2017,251.5,248.89,95,64,275
10/28/2017,251.5,248.9,95,69,212
10/29/2017,251.5,249.03,95,57,795
10/30/2017,251.5,248.97,95,70,143
10/31/2017,251.5,248.95,95,71,70
11/1/2017,251.5,248.92,95,63,14
11/2/2017,251.5,248.9,95,67,65
11/3/2017,251.5,248.87,95,69,20
11/4/2017,251.5,248.84,95,63,13
11/5/2017,251.5,248.81,95,66,17
11/6/2017,251.5,248.77,95,63,35
11/7/2017,251.5,248.76,95,67,114
11/8/2017,251.5,248.72,95,60,38
11/9/2017,251.5,248.74,95,58,249
11/10/2017,251.5,248.69,95,62,84
11/11/2017,251.5,248.66,94,55,4
11/12/2017,251.5,248.62,94,59,40
11/13/2017,251.5,248.71,94,50,578
11/14/2017,251.5,248.69,78,72,54
11/15/2017,251.5,248.66,49,62,34
11/16/2017,251.5,248.66,49,62,111
11/17/2017,251.5,248.64,49,45,2
11/18/2017,251.5,248.6,49,70,74
11/19/2017,251.5,248.61,49,69,166
11/20/2017,251.5,248.59,49,48,0
11/21/2017,251.5,248.58,49,65,66
11/22/2017,251.5,248.59,49,53,150
11/23/2017,251.5,248.55,49,64,80
11/24/2017,251.5,248.54,49,45,46
11/25/2017,251.5,248.54,49,50,99
11/26/2017,251.5,248.52,49,73,26
11/27/2017,251.5,248.49,49,55,41
11/28/2017,251.5,248.46,49,60,36
11/29/2017,251.5,248.45,49,72,73
11/30/2017,251.5,248.43,49,70,23
12/1/2017,251.5,248.41,49,65,18
12/2/2017,251.5,248.41,49,62,111
12/3/2017,251.5,248.39,49,53,5
12/4/2017,251.5,248.37,49,62,15
12/5/2017,251.5,248.4,49,66,260
